image_index,retrieved_article_id1,retrieved_image_id1,similarity1,retrieved_article_id2,retrieved_image_id2,similarity2,retrieved_article_id3,retrieved_image_id3,similarity3,retrieved_article_id4,retrieved_image_id4,similarity4,retrieved_article_id5,retrieved_image_id5,similarity5,retrieved_article_id6,retrieved_image_id6,similarity6,retrieved_article_id7,retrieved_image_id7,similarity7,retrieved_article_id8,retrieved_image_id8,similarity8,retrieved_article_id9,retrieved_image_id9,similarity9,retrieved_article_id10,retrieved_image_id10,similarity10
9477a35279cb253f.jpg,0b48ee4cfa716a8e,7509e71a53e2591e,0.801355242729187,70141bc8a72eee0f,050c03d89d152688,0.6746867895126343,ddcb77a80c194a29,a2ec7d4909af3f17,0.6485660076141357,8fa12143f685be0d,2a78727be018a51a,0.6460245847702026,6b17d1e16ec99d47,0374ff27d864116c,0.6459289789199829,ae3119d677548d37,fdcad2a8cba99655,0.643867552280426,5dacfc64bcf780ea,d31e3dc29c117ccd,0.6379651427268982,cee29b1a62c82e76,b2172e66c7a0550f,0.6379110813140869,f0258abf186d34bc,c34890c0b942ce18,0.635211706161499,d2baa7fbb754c5bf,a25d6f1a0ff91c16,0.6347018480300903
949176d102937fad.jpg,acadfaea2dbeaf61,d0dbb5a9116bc017,0.9999997019767761,148b6acaabec6762,08d8b2bbfa471eb3,0.623720645904541,b7e382cb8ea496e1,53d71413f4b664b4,0.6152980923652649,f8a2917f91fde732,297db4e71981ff49,0.5775597095489502,032021c4dfbc149b,e8940023e0695d1b,0.5738414525985718,7222bd439388ff9b,cc2f2b412d489bfa,0.5712255239486694,3ea9f44990e7e843,09aa197b78706db8,0.5660045742988586,92f489cf32df0497,3be9a2bf86d71868,0.5656837224960327,64bbf42f0c48ea4b,13e0b5cdd0f4e715,0.5575354099273682,f96ba0a8a94f80e9,5046a69cb705fcc6,0.5537885427474976
42e41b4e21649efc.jpg,810df58958aa3e33,835090f4e1a02ca8,1.0,6051b76325fec595,3413c0c3b6c6b771,0.6586225032806396,6c0a15b53700cabf,b95025e00d03fe6c,0.6214514374732971,283476cf8c419c6f,7466a21cc6231142,0.6120604276657104,a1b8ac603e10f5c0,4cf50a81574cafad,0.5934360027313232,36c75a61c1681b2d,ace83711098f7f13,0.5924873352050781,3ab2d13bf396cdd4,42ce0df356326954,0.5894578695297241,7b734f825dde0a6a,8104846dcaa43c38,0.587498664855957,52031abf035a4341,2a861be500aefb41,0.584990918636322,d35684e242b939f4,b2cdcd09ae144ec8,0.5848685503005981
b690cf6dfb660648.jpg,6698aa52427aab59,fce2fa8e88e91e0e,0.7525716423988342,728dcade1416bfdc,0a16660abdf1f1eb,0.6998231410980225,f3bccafc6ba98e4f,d7ca57971cd1948e,0.690321683883667,6c2bff7ca5c7f241,9eff56f53603a3f9,0.6869512796401978,40d5b8afb1bbe4fb,08fdc7dcc17724bf,0.6810104250907898,5e185955a83c583a,11c7d1f3024eb490,0.6780981421470642,ea5885ca473a664d,50ccdc02880fd260,0.6749028563499451,edf70912f7d73f54,c973d681a19e880c,0.6740205883979797,9f2b4bb67aabe6d5,911e266253568c16,0.6729629039764404,c2c1efd7eaba204d,5b8161ef7526edc0,0.6728919148445129
a612f17792bac29f.jpg,ee37637603ffbc38,a77a75579e49b9db,0.9191723465919495,ee37637603ffbc38,4321a54a5776ed88,0.7905580997467041,ee37637603ffbc38,4c8a2285f32e0afa,0.6446177363395691,52c9b207dd32197f,708564f44c942189,0.5835393667221069,6adbd7e05aec0c6d,aee7b3a423a83b16,0.5827504396438599,dbea104f0d2dbcf6,150880f6efbfc036,0.5821890830993652,f3857d9dd972d3e0,2a76902caf6bf213,0.5804645419120789,099eca36994feab4,9ff9d7592d70f87f,0.5675293803215027,186ddfa6b313537b,7c2edb5d25e9eea1,0.5614935159683228,c238cedce60687d9,b4a5f90d73cf83ec,0.5605031251907349
bb9d04c7c1f1db9c.jpg,f6c87d7c51bd79ba,97a1ede89fcbbf4c,1.000000238418579,0ff3e1f6d6f4db0f,80f7f9fa23fb5c1e,0.6091890335083008,66b822758f437e69,648f046c41821f14,0.6072272062301636,5c525476481e1065,aee96d0e8ed9fc72,0.6038939952850342,24926230f33ccc75,067b3cc65ddcdd5e,0.6003535985946655,b61df04183712c7c,33463c192fc8e315,0.5943140387535095,1e5ebbd18d5d984b,c3da71576743c92b,0.5892038941383362,f1dfd8af0659f3eb,57c47da5663efc64,0.588324785232544,f3c074864cc7d3b8,221ee5a213cd8266,0.5869235992431641,9c86312fbb52bcb8,ff68c516b0a1cacd,0.5852776169776917
b5aaf4bdaef01672.jpg,7c8902dbec8424bf,e395163c802790d8,0.8803302049636841,00805a706ef90ea3,9a5816aa4d593a57,0.7178809642791748,929257fc3ec2f64c,e851238a0f7292c1,0.7119989991188049,6720dc4ae3e35fde,1b473fef57edeed0,0.678805410861969,7de400f1a62c5010,4937aeab248065e4,0.6777495741844177,c4b95c5fdb857fa4,0288e55cbfa35835,0.6711838245391846,502614fb436b2606,62106d23f62f11d9,0.6669968366622925,99085b0cb351df64,164c1d5a5ba88b34,0.6659660935401917,37db9e4237037f08,18da226a6fface6e,0.653287410736084,573e10fdecb02237,a2187082bf5c2cf5,0.6511178016662598
d1a564d437c56205.jpg,3c4a48c598213f74,49e0fb1a883bd227,1.000000238418579,04c266c0241087a6,c5f6812a8303e160,0.8047940135002136,c793ae4535b7beed,f7625ca7a576e80e,0.7931333780288696,3c4a48c598213f74,6203c87d1ca8c44f,0.7165106534957886,fc78e5794f25b1ac,beccd4a33d89c8af,0.5759138464927673,60e634c6cff1a6b5,3922a636c7787188,0.5690243244171143,7b074ad36e8364cd,ce559e12c2e00a41,0.566883385181427,83a613f3808418d9,9a2ef820667a0aa6,0.5501974821090698,6d6b5b84f0d6281d,2ffed24de83c020f,0.5416929125785828,7d89f46784d393c1,af2a8f62164cba8b,0.5375691056251526
4aa046d24d32b6b3.jpg,fd6b80cc438004ae,032d4cfe97532eff,1.0,d930eca5e35ec18b,4359b1100eda14db,0.6708251237869263,50a296e32095c326,03e98eeeae3a4934,0.6639719605445862,b1153cf860350d52,c53590e502f14674,0.663729190826416,1fb8e8af01a78ba7,e2ac5136ee69e653,0.638208270072937,37cf126603d6841d,ee8f4e0e438e9ab3,0.6356762647628784,6051b76325fec595,f139e84dbda513c0,0.6334666013717651,1eefdbd774243efc,a55becb55df70b91,0.6248160600662231,66da51882720edf1,2fb130181c04c1fe,0.6238003373146057,f0e66dc6b3de0882,cd3d703778a64c70,0.6229406595230103
f87075e8415e5ae2.jpg,83548af18f5c69c8,111dd7f76b61c05c,0.7851725816726685,907710d5173fc4b3,4646a905859bcd19,0.7112892866134644,9e9a188a6afca1e5,48f2c08a50477b50,0.7024970650672913,69c966997e252ef6,7a16a662dc3e3552,0.6963919401168823,431470e08a9994fd,2b19f5e8970f9a7b,0.6915648579597473,867d94da1efa9bff,e1271a1282207b56,0.683447539806366,312791b3b42ebe2a,0fc5598b04ed1426,0.6812414526939392,afb52275ce0a9483,3b71d3318c1bac76,0.6804201006889343,44f06ae26d856e00,1f8b1fe857eb5a49,0.67940753698349,deba551223a584c9,b63b028d7d704eee,0.6778373718261719
